Date,"Flu","Influenza","Influenza A virus","Symptoms of influenza","Influenza symptoms","Type A influenza","Flu treatment","Tessalon"
2022-11-06,40,1723,907,1,2,0,0,1
2022-11-07,59,1972,1320,0,1,1,0,0
2022-11-08,57,2123,1334,0,0,0,1,2
2022-11-09,41,2225,1232,1,0,0,0,0
2022-11-10,55,2036,1260,0,1,0,0,1
2022-11-11,48,2061,1237,0,0,0,0,4
2022-11-12,45,1894,1077,0,0,0,0,2
2022-11-13,53,1845,1082,2,1,0,0,1
2022-11-14,50,2350,1392,0,0,0,0,0
2022-11-15,68,2385,1340,0,2,0,1,2
2022-11-16,45,2250,1508,0,6,0,0,4
2022-11-17,49,2325,1570,0,5,2,0,2
2022-11-18,57,2089,1533,0,5,1,1,2
2022-11-19,51,1898,1215,0,1,2,0,1
2022-11-20,54,1924,1244,2,1,0,0,2
2022-11-21,67,2253,1710,1,0,0,0,0
2022-11-22,63,2298,2045,0,0,0,2,2
2022-11-23,70,2313,2013,5,0,0,0,4
2022-11-24,66,2230,1886,0,0,0,1,0
2022-11-25,50,2440,1625,2,0,0,0,0
2022-11-26,53,1957,1620,0,1,0,0,0
2022-11-27,70,2253,1681,1,0,2,0,0
2022-11-28,80,2707,2292,1,1,0,1,2
2022-11-29,70,2810,2548,0,2,0,0,2
2022-11-30,74,2925,2514,0,0,0,2,1
2022-12-01,74,2642,2373,0,1,0,2,0
2022-12-02,67,2717,2185,0,0,0,1,3
2022-12-03,57,2122,1743,0,0,1,0,0
2022-12-04,53,2075,1688,0,0,1,0,3
2022-12-05,76,2741,2405,1,0,0,0,0
2022-12-06,66,3005,2783,0,0,1,0,1
2022-12-07,76,3038,2793,2,1,0,0,1
2022-12-08,59,2894,2786,1,0,1,0,1
2022-12-09,66,2670,2587,1,0,0,0,1
2022-12-10,69,2155,2163,0,0,0,3,0
2022-12-11,65,2414,2051,0,0,0,0,0
2022-12-12,87,2874,2756,0,0,1,0,1
2022-12-13,79,2816,2941,1,0,0,0,5
2022-12-14,87,2806,2814,0,0,0,0,1
2022-12-15,67,2708,2835,0,3,0,1,1
2022-12-16,67,2803,2759,1,1,0,0,0
2022-12-17,72,2342,2195,0,5,1,0,0
2022-12-18,56,2240,2079,0,1,0,0,3
2022-12-19,83,2594,2646,0,0,0,0,1
2022-12-20,66,2992,3013,1,2,1,3,0
2022-12-21,74,2857,2976,1,1,1,5,0
2022-12-22,76,2698,2906,0,0,0,0,2
2022-12-23,65,2451,2758,1,2,0,0,2
2022-12-24,80,1947,2025,0,0,0,0,0
2022-12-25,56,1979,1794,1,0,1,0,3
2022-12-26,54,2229,2101,0,1,0,1,1
2022-12-27,79,2686,2616,0,0,0,1,1
2022-12-28,67,2675,2718,2,0,0,0,0
2022-12-29,75,2660,2287,1,0,0,0,1
2022-12-30,61,2441,2224,0,1,1,0,1
2022-12-31,52,1982,1617,0,4,0,0,0
2023-01-01,69,1682,1345,0,0,0,2,2
2023-01-02,57,2507,1789,1,0,1,0,1
2023-01-03,73,2560,1950,3,2,1,0,0
2023-01-04,73,2472,1908,2,2,0,0,2
2023-01-05,85,2364,1721,0,0,0,0,0
2023-01-06,53,2232,1474,0,1,0,0,1
2023-01-07,47,2118,1140,0,0,1,0,0
2023-01-08,42,2029,1078,0,0,2,0,0
2023-01-09,66,2294,1362,1,2,0,1,0
2023-01-10,43,2085,1267,0,2,0,0,3
2023-01-11,41,2153,1142,1,0,0,0,2
2023-01-12,68,2160,1089,0,1,0,0,0
2023-01-13,40,2024,997,0,0,1,0,4
2023-01-14,41,1697,775,0,1,0,3,0
2023-01-15,43,1875,703,0,0,0,0,1
2023-01-16,50,2046,998,0,1,1,0,1
2023-01-17,44,2196,1015,2,0,0,2,1
2023-01-18,52,2477,944,1,0,0,0,1
2023-01-19,28,2227,965,0,0,1,0,2
2023-01-20,26,1816,764,1,1,0,0,1
2023-01-21,25,1517,650,0,0,0,0,0
2023-01-22,24,1926,635,0,0,0,0,1
2023-01-23,29,1802,867,1,0,0,0,1
2023-01-24,22,1969,786,0,0,0,0,1
2023-01-25,48,1689,800,1,0,0,0,0
2023-01-26,30,1659,734,0,0,1,0,1
2023-01-27,27,1655,726,0,0,0,0,2
2023-01-28,26,1539,570,0,1,0,0,1
2023-01-29,32,1500,577,0,0,0,0,0
2023-01-30,41,1570,677,0,0,0,0,0
2023-01-31,34,1698,736,0,0,1,0,0
2023-02-01,42,1735,739,0,0,0,0,1
2023-02-02,30,1934,829,0,0,1,0,0
2023-02-03,31,1767,726,0,0,0,0,1
2023-02-04,31,1413,605,0,0,0,0,0
2023-02-05,35,1469,562,0,0,0,0,0
2023-02-06,31,1661,740,2,0,2,0,1
2023-02-07,42,1699,756,1,0,0,0,1
2023-02-08,41,2021,1087,0,0,0,0,1
2023-02-09,32,1693,808,0,1,0,0,1
2023-02-10,43,1575,711,0,0,0,0,0
2023-02-11,26,1403,554,0,0,0,0,0
2023-02-12,36,1352,523,0,0,1,0,0
2023-02-13,35,1804,754,0,0,0,0,2
2023-02-14,31,1611,719,0,0,0,0,0
2023-02-15,40,1802,730,1,0,0,0,2
2023-02-16,43,1714,670,1,0,0,0,2
2023-02-17,43,1751,603,0,1,0,0,0
2023-02-18,33,1343,564,0,0,0,0,0
2023-02-19,29,1484,575,0,0,0,0,0
2023-02-20,37,1637,682,0,1,1,0,0
2023-02-21,35,1656,742,0,0,0,0,0
2023-02-22,38,1675,749,0,1,0,1,0
2023-02-23,27,1652,743,0,0,0,0,2
2023-02-24,33,1688,816,0,0,0,0,1
2023-02-25,20,1391,706,0,0,0,0,1
2023-02-26,28,1462,651,0,1,0,0,1
2023-02-27,24,1646,889,0,1,1,0,0
2023-02-28,41,1662,763,0,0,0,0,0
2023-03-01,35,1706,819,0,0,0,0,1
2023-03-02,46,1825,757,0,1,0,0,2
2023-03-03,27,1531,744,1,0,0,0,0
2023-03-04,36,1627,700,0,0,0,0,0
2023-03-05,29,1794,1104,0,0,0,0,3
2023-03-06,31,2024,1159,0,0,0,0,1
2023-03-07,37,2058,1145,0,0,0,2,0
2023-03-08,22,1909,990,0,1,0,0,1
2023-03-09,25,3436,979,0,0,0,0,1
2023-03-10,35,2886,1180,0,0,0,0,0
2023-03-11,39,2296,1010,0,0,0,0,0
2023-03-12,32,1996,933,0,0,0,0,0
2023-03-13,39,2285,999,0,1,0,0,1
2023-03-14,30,2012,917,0,0,0,0,1
2023-03-15,27,2284,960,0,0,0,0,0
2023-03-16,36,2112,1048,1,0,0,0,1
2023-03-17,24,1861,745,0,0,0,0,0
2023-03-18,40,1670,545,0,1,0,0,1
2023-03-19,30,1586,575,0,0,0,0,0
2023-03-20,26,1815,834,0,0,0,0,0
2023-03-21,36,1688,761,0,0,0,0,3
2023-03-22,32,1656,685,0,1,0,0,1
2023-03-23,36,1655,661,0,0,1,0,0
2023-03-24,28,1549,632,0,0,0,0,0
2023-03-25,26,1338,451,0,0,0,0,0
2023-03-26,20,1402,568,0,0,0,0,0
2023-03-27,44,1683,633,0,0,1,0,0
2023-03-28,19,1767,767,0,0,2,0,0
2023-03-29,30,1556,650,1,1,0,0,1
2023-03-30,31,1501,624,0,0,0,0,0
2023-03-31,38,1452,525,0,0,0,0,0
2023-04-01,18,1316,431,0,0,0,0,0
2023-04-02,24,1191,492,0,0,0,0,0
2023-04-03,28,1435,629,1,1,0,0,0
2023-04-04,25,1384,563,0,0,0,0,2
2023-04-05,23,1356,518,0,0,0,0,0
2023-04-06,23,1375,521,0,0,0,0,1
2023-04-07,31,1289,410,0,2,0,0,0
2023-04-08,31,1095,394,0,2,0,0,0
2023-04-09,17,1232,407,1,0,0,0,0
2023-04-10,23,1304,579,1,0,0,0,2
2023-04-11,30,1496,633,0,3,0,0,0
2023-04-12,39,1585,787,2,0,0,0,0
2023-04-13,41,1431,698,0,1,0,1,1
2023-04-14,28,1294,486,1,0,0,0,0
2023-04-15,38,1291,394,0,0,0,0,0
2023-04-16,32,1252,435,1,0,2,0,1
2023-04-17,44,1408,584,0,1,0,0,0
2023-04-18,25,1376,526,0,1,1,0,1
2023-04-19,30,1539,591,1,2,0,0,0
2023-04-20,25,1380,515,1,1,0,0,1
2023-04-21,28,1237,465,0,0,1,0,0
2023-04-22,33,1186,372,0,0,0,0,0
2023-04-23,37,1267,460,1,0,0,2,0
2023-04-24,26,1330,557,0,1,0,0,0
2023-04-25,19,1439,567,0,0,0,0,1
2023-04-26,20,1494,531,0,0,0,0,0
2023-04-27,26,1405,519,0,1,0,0,1
2023-04-28,23,1402,430,0,5,0,0,0
2023-04-29,20,1088,300,0,0,0,0,0
2023-04-30,26,1130,322,0,0,0,0,0
2023-05-01,26,1291,388,0,0,0,0,0
2023-05-02,29,1345,489,0,0,0,0,0
2023-05-03,36,1405,427,2,0,0,0,0
2023-05-04,22,1369,473,0,0,0,0,1
2023-05-05,25,1502,439,0,0,0,0,0
2023-05-06,28,1424,284,0,0,0,0,1
2023-05-07,21,1245,360,1,0,0,0,1
2023-05-08,21,1596,566,0,0,0,0,1
2023-05-09,26,1527,491,0,1,0,0,0
2023-05-10,39,1436,443,0,1,0,0,0
2023-05-11,43,1516,529,0,0,1,0,0
2023-05-12,28,1315,474,0,0,0,0,0
2023-05-13,30,1163,312,1,2,0,0,0
2023-05-14,36,1108,300,0,0,0,0,0
2023-05-15,30,1435,536,0,0,1,0,0
2023-05-16,34,1473,517,0,0,0,0,2
2023-05-17,32,1462,532,0,0,0,0,1
2023-05-18,27,1607,472,0,0,0,0,0
2023-05-19,36,1507,463,0,0,0,0,0
2023-05-20,26,1196,352,0,0,0,0,0
2023-05-21,25,1276,364,0,0,0,0,0
2023-05-22,40,1511,573,0,0,0,0,0
2023-05-23,36,1479,519,1,0,0,0,0
2023-05-24,34,1573,567,1,2,0,0,0
2023-05-25,23,1264,500,0,1,0,0,0
2023-05-26,28,1390,462,0,0,0,0,1
2023-05-27,21,1151,358,0,1,0,0,0
2023-05-28,28,1166,332,0,0,0,0,1
2023-05-29,23,1259,472,0,0,0,0,0
2023-05-30,33,1601,669,1,0,1,0,0
2023-05-31,38,1461,523,1,0,0,0,0
2023-06-01,37,1485,481,0,0,0,0,1
2023-06-02,25,1284,432,0,2,0,0,0
2023-06-03,28,1149,317,0,1,0,0,0
2023-06-04,28,1239,406,0,0,0,0,0
2023-06-05,35,1500,511,0,0,0,0,0
2023-06-06,24,1489,492,0,0,1,0,0
2023-06-07,27,1272,509,0,0,0,0,0
2023-06-08,23,1322,444,0,0,0,0,0
2023-06-09,34,1240,407,0,0,0,0,0
2023-06-10,31,1206,322,1,0,0,0,0
2023-06-11,26,1361,302,0,0,1,0,1
2023-06-12,33,1306,412,1,1,0,0,0
2023-06-13,38,1460,499,0,0,0,0,2
2023-06-14,32,1482,481,0,2,0,0,1
2023-06-15,25,1531,449,0,1,0,0,0
2023-06-16,27,1330,357,0,0,0,0,1
2023-06-17,24,1147,319,0,1,0,0,0
2023-06-18,21,1237,380,1,1,0,0,0
2023-06-19,39,1306,441,1,0,1,0,1
2023-06-20,26,1509,455,1,0,0,0,1
2023-06-21,35,1396,477,1,1,1,0,0
2023-06-22,31,1336,369,0,1,0,1,1
2023-06-23,33,1245,374,0,0,0,0,1
2023-06-24,13,1016,292,0,1,1,0,1
2023-06-25,56,1156,318,0,1,0,0,0
2023-06-26,16,1269,369,0,1,0,0,0
2023-06-27,22,1071,459,0,1,0,0,0
2023-06-28,30,1174,423,0,0,1,0,0
2023-06-29,24,1028,383,0,0,0,0,0
2023-06-30,18,1074,319,0,0,0,0,0
2023-07-01,19,814,305,0,0,0,0,1
2023-07-02,25,935,297,0,0,1,0,0
2023-07-03,20,1017,388,1,1,0,0,1
2023-07-04,30,1008,377,1,2,0,0,0
2023-07-05,35,1197,436,1,0,0,0,0
2023-07-06,27,1090,413,1,0,1,0,1
2023-07-07,26,1060,366,0,0,0,0,0
2023-07-08,16,952,277,0,1,0,0,0
2023-07-09,23,946,298,0,1,0,0,0
2023-07-10,19,923,416,0,1,0,0,0
2023-07-11,26,1372,409,0,0,0,0,0
2023-07-12,24,1049,452,0,0,0,0,0
2023-07-13,27,1129,363,0,2,0,0,0
2023-07-14,20,1053,395,0,1,0,0,0
2023-07-15,24,807,280,0,0,0,1,0
2023-07-16,22,884,327,0,0,0,0,0
2023-07-17,20,1106,434,0,2,0,0,0
2023-07-18,33,1043,511,0,1,0,0,0
2023-07-19,22,1080,468,0,0,0,0,0
2023-07-20,26,994,471,0,1,0,0,0
2023-07-21,26,979,356,0,1,0,0,1
2023-07-22,21,938,358,0,4,0,0,0
2023-07-23,22,971,368,1,0,0,0,0
2023-07-24,37,1455,553,1,0,0,0,0
2023-07-25,38,1390,483,0,0,0,0,0
2023-07-26,24,1151,495,0,1,0,0,0
2023-07-27,14,1179,529,0,0,0,0,0
2023-07-28,28,1097,453,0,1,0,0,0
2023-07-29,37,907,361,0,0,1,0,0
2023-07-30,18,974,369,0,0,1,0,0
2023-07-31,27,1020,500,0,1,0,0,1
2023-08-01,22,1170,453,0,0,0,0,0
2023-08-02,18,1078,480,0,0,0,0,1
2023-08-03,24,1067,440,0,0,0,0,0
2023-08-04,23,1042,394,0,1,0,0,0
2023-08-05,31,845,331,0,0,0,0,0
2023-08-06,23,942,346,0,0,0,0,0
2023-08-07,21,1037,489,0,2,0,0,1
2023-08-08,24,1193,460,0,1,0,0,0
2023-08-09,27,1100,461,0,0,0,0,0
2023-08-10,19,1077,507,0,0,0,0,0
2023-08-11,31,936,409,0,0,0,1,0
2023-08-12,36,868,311,0,0,0,0,0
2023-08-13,27,932,286,0,0,0,0,0
2023-08-14,28,1140,422,0,0,0,0,0
2023-08-15,30,1030,436,0,0,0,0,0
2023-08-16,15,1000,511,1,0,1,0,0
2023-08-17,33,1081,461,1,0,0,0,0
2023-08-18,20,1006,500,0,0,0,0,0
2023-08-19,24,908,385,0,0,0,0,0
2023-08-20,29,946,402,0,0,0,0,0
2023-08-21,32,1286,828,1,2,0,0,0
2023-08-22,28,1176,826,0,4,1,0,0
2023-08-23,32,1119,702,0,1,0,0,1
2023-08-24,27,1082,654,1,0,0,0,0
2023-08-25,29,1116,508,0,0,0,0,1
2023-08-26,17,1009,454,0,1,0,0,0
2023-08-27,30,1201,428,0,0,0,0,0
2023-08-28,28,1221,572,0,0,0,0,1
2023-08-29,28,1106,542,1,1,0,0,1
2023-08-30,27,1100,592,0,0,0,0,0
2023-08-31,37,1161,635,0,0,0,0,0
2023-09-01,31,1097,488,0,1,0,0,1
2023-09-02,17,915,413,0,0,0,0,0
2023-09-03,22,990,445,0,0,0,0,1
2023-09-04,24,1156,575,0,1,0,0,0
2023-09-05,36,1123,586,0,0,0,0,0
2023-09-06,28,1243,808,0,0,1,0,1
2023-09-07,20,1209,683,0,0,0,0,0
2023-09-08,30,1229,970,0,0,0,0,0
2023-09-09,28,1095,950,0,0,0,0,0
2023-09-10,22,1082,1027,0,0,0,0,0
2023-09-11,34,1225,1244,0,0,0,0,1
2023-09-12,21,1294,1213,0,0,0,0,0
2023-09-13,22,1333,1248,0,0,0,0,1
2023-09-14,39,1400,1181,0,0,0,0,2
2023-09-15,23,1156,1085,0,0,0,0,2
2023-09-16,24,1075,882,0,1,0,0,0
2023-09-17,26,1149,901,0,0,0,0,2
2023-09-18,38,1417,1235,0,0,1,0,0
2023-09-19,24,1428,1228,0,0,0,1,0
2023-09-20,30,1479,1249,0,1,0,0,1
2023-09-21,39,1540,1227,0,1,0,1,0
2023-09-22,31,1323,1083,0,1,0,0,0
2023-09-23,21,1218,977,0,0,0,0,0
2023-09-24,36,1149,951,0,1,1,0,0
2023-09-25,29,1486,1238,0,1,0,0,0
2023-09-26,37,1567,1294,0,1,2,0,0
2023-09-27,45,1455,1265,0,0,1,1,1
2023-09-28,23,1297,1166,1,1,0,0,0
2023-09-29,34,1325,1176,0,0,0,0,0
2023-09-30,27,1201,933,0,1,0,0,0
2023-10-01,19,1222,1045,0,0,0,0,0
2023-10-02,41,1432,1339,0,1,0,0,0
2023-10-03,31,1544,1276,0,1,0,0,0
2023-10-04,35,1490,1324,0,1,0,0,0
2023-10-05,36,1409,1349,0,0,1,0,0
2023-10-06,47,1362,2602,0,0,2,0,1
2023-10-07,28,1103,1703,1,0,2,0,1
2023-10-08,22,1196,1170,0,0,1,0,0
2023-10-09,36,1425,1350,0,0,0,0,0
2023-10-10,49,1506,1404,0,0,1,0,0
2023-10-11,33,1507,1280,0,2,1,0,0
2023-10-12,34,1451,1222,0,0,0,0,0
2023-10-13,42,1370,1138,0,0,1,0,0
2023-10-14,30,1118,1041,1,0,0,1,1
2023-10-15,32,1227,1072,1,1,0,0,1
2023-10-16,28,1530,1779,0,0,0,0,1
2023-10-17,34,1402,1510,0,1,0,0,0
2023-10-18,41,1494,1334,0,0,0,0,1
2023-10-19,33,1554,1270,0,1,0,0,0
2023-10-20,29,1434,1192,1,0,0,0,2
2023-10-21,32,1079,957,0,0,0,0,1
2023-10-22,24,1112,972,2,0,0,0,0
2023-10-23,27,1474,1325,1,0,0,0,1
2023-10-24,47,1526,1379,0,2,0,0,3
2023-10-25,31,1463,1359,1,0,0,0,1
2023-10-26,39,1396,1286,0,1,1,0,0
2023-10-27,40,1278,1206,0,0,2,0,0
2023-10-28,28,1362,1017,0,0,1,0,0
2023-10-29,40,1440,948,0,0,0,0,0
2023-10-30,32,1796,1289,0,0,0,0,0
2023-10-31,38,1491,1239,0,0,1,0,1
2023-11-01,30,1597,1363,1,0,0,1,0
2023-11-02,36,1864,1354,0,1,0,0,0
2023-11-03,30,1853,1419,0,0,0,0,0
2023-11-04,35,1227,1155,0,1,1,0,1
2023-11-05,33,1296,1191,1,0,1,0,0
2023-11-06,33,1586,1537,0,1,2,0,0
2023-11-07,24,1604,1696,0,0,0,0,1
2023-11-08,36,1855,1634,0,0,0,0,0
2023-11-09,35,2043,1575,0,0,0,0,0
2023-11-10,41,1876,1364,1,0,0,0,0
2023-11-11,22,1238,1230,1,0,0,0,0
2023-11-12,24,1304,1315,2,0,0,0,0
2023-11-13,30,1513,1562,0,0,0,0,0
2023-11-14,32,1955,1825,0,0,0,0,0
2023-11-15,36,1761,1840,0,2,0,0,0
2023-11-16,37,1683,1700,0,0,0,0,0
2023-11-17,40,1473,1653,0,0,0,0,3
2023-11-18,30,1289,1428,0,0,0,0,0
2023-11-19,28,1270,1430,0,0,0,0,0
2023-11-20,34,1912,1966,2,3,0,0,0
2023-11-21,27,1784,2032,0,0,0,0,1
2023-11-22,33,1957,2137,0,1,0,0,0
2023-11-23,32,1746,1749,0,1,0,0,1
2023-11-24,26,1571,1640,0,0,0,0,0
2023-11-25,33,1532,1568,0,0,0,0,2
2023-11-26,22,1706,1720,1,1,0,0,0
2023-11-27,41,2373,2566,0,0,0,0,1
2023-11-28,46,2407,2843,0,0,0,0,1
2023-11-29,44,2084,2640,1,2,0,0,0
2023-11-30,30,1924,2396,0,0,2,0,0
2023-12-01,31,1770,2348,1,0,0,0,0
2023-12-02,33,1543,1763,1,0,0,0,1
2023-12-03,36,1609,1710,0,1,1,0,0
2023-12-04,33,2050,2342,0,0,0,0,0
2023-12-05,31,2067,2536,0,1,1,0,2
2023-12-06,31,1996,2681,0,0,0,0,1
2023-12-07,40,1977,2326,0,1,1,0,1
2023-12-08,38,1828,1901,1,0,0,0,0
2023-12-09,24,1606,2095,0,1,0,0,0
2023-12-10,29,1823,2168,0,0,0,0,1
2023-12-11,36,2179,3069,0,1,0,0,1
2023-12-12,31,2249,3070,0,1,0,0,1
2023-12-13,37,2311,3068,2,1,0,0,0
2023-12-14,44,2139,3667,1,0,0,0,1
2023-12-15,40,2022,3590,1,0,0,0,0
2023-12-16,38,1802,3079,0,0,0,0,0
2023-12-17,39,1914,3161,0,1,0,0,0
2023-12-18,47,2195,4312,1,3,0,0,0
2023-12-19,34,2191,4957,0,2,0,0,0
2023-12-20,43,2232,4942,0,2,0,0,0
2023-12-21,32,2056,6160,0,1,0,0,2
2023-12-22,34,1995,5178,0,0,0,0,1
2023-12-23,35,1752,4494,0,0,0,0,0
2023-12-24,23,1662,4009,0,0,0,0,0
2023-12-25,39,1707,3683,1,0,0,0,0
2023-12-26,37,1962,5039,0,1,0,0,0
2023-12-27,47,2201,6354,0,3,0,0,2
2023-12-28,41,2304,6364,0,1,0,0,1
2023-12-29,36,2186,6254,0,1,0,0,1
2023-12-30,33,1940,4911,0,2,0,0,0
2023-12-31,23,1806,4004,0,0,0,0,1
2024-01-01,37,1639,3762,0,3,0,0,0
2024-01-02,37,2174,4965,0,1,0,0,0
2024-01-03,40,2457,5420,0,0,0,0,1
2024-01-04,51,2473,5652,1,1,0,0,2
2024-01-05,19,2311,5231,0,0,0,0,2
2024-01-06,37,2155,4218,0,0,0,0,2
2024-01-07,36,1953,3929,1,0,0,0,0
2024-01-08,35,2487,4602,0,1,0,0,0
2024-01-09,41,2504,4631,0,0,1,0,0
2024-01-10,35,2396,4483,0,1,0,0,0
2024-01-11,34,2280,4460,0,1,0,0,0
2024-01-12,27,2064,4025,0,1,0,0,3
2024-01-13,29,1891,3273,0,0,2,0,1
2024-01-14,27,1712,3174,0,1,0,0,0
2024-01-15,29,2097,4168,0,0,1,0,0
2024-01-16,39,2078,4265,0,1,1,0,1
2024-01-17,29,2011,4229,0,1,0,0,1
2024-01-18,38,2177,4201,1,1,1,0,2
2024-01-19,33,1931,4064,0,0,0,0,1
2024-01-20,22,1738,3220,0,0,0,0,1
2024-01-21,27,1742,3119,0,1,0,1,1
2024-01-22,36,1962,4502,0,0,0,0,0
2024-01-23,26,1864,5080,1,3,0,0,0
2024-01-24,29,2063,4994,1,1,0,0,0
2024-01-25,38,1940,4985,0,0,0,0,0
2024-01-26,31,1869,5241,0,2,0,0,1
2024-01-27,32,1544,4084,0,2,0,0,0
2024-01-28,22,1677,3969,0,0,0,0,0
2024-01-29,28,1976,5741,1,0,0,0,0
2024-01-30,31,2054,5454,1,1,0,3,1
2024-01-31,34,2102,5563,0,0,1,0,0
2024-02-01,36,1965,5613,0,1,0,0,1
2024-02-02,28,1830,5104,0,0,0,0,1
2024-02-03,28,1610,3943,0,1,0,0,1
2024-02-04,21,1600,3983,2,3,0,0,2
2024-02-05,25,1904,5690,1,2,0,0,1
2024-02-06,36,1840,5645,1,1,0,0,1
2024-02-07,43,1895,5456,0,0,2,0,2
2024-02-08,41,1922,5009,1,0,0,0,2
2024-02-09,35,1698,4648,0,0,1,0,1
2024-02-10,22,1497,3453,0,0,0,0,2
2024-02-11,30,1604,3326,0,0,0,0,2
2024-02-12,34,1812,4596,2,0,0,0,2
2024-02-13,34,1874,4762,0,0,0,0,1
2024-02-14,28,1708,4795,0,0,0,0,1
2024-02-15,22,1728,4631,0,3,0,0,2
2024-02-16,28,1592,4244,0,0,0,0,1
2024-02-17,17,1560,3447,1,0,0,0,2
2024-02-18,34,1592,3275,0,0,0,0,0
2024-02-19,24,1761,4420,0,1,0,0,0
2024-02-20,31,1711,4067,0,1,0,0,1
2024-02-21,31,1713,3953,0,0,1,0,0
2024-02-22,29,1661,3880,0,0,0,0,1
2024-02-23,27,1531,3532,0,1,0,0,1
2024-02-24,29,1313,2766,0,0,0,0,2
2024-02-25,20,1433,2617,0,2,0,0,2
2024-02-26,39,1694,3747,0,0,0,0,4
2024-02-27,20,1729,3856,0,0,1,0,3
2024-02-28,41,1663,3616,1,4,0,0,1
2024-02-29,33,1519,3429,0,1,0,0,7
2024-03-01,24,1498,3245,0,2,1,0,3
2024-03-02,27,1272,2315,0,0,0,0,1
2024-03-03,41,1398,2311,0,1,0,0,2
2024-03-04,21,1832,3253,0,0,0,0,1
2024-03-05,25,1556,3048,0,0,0,0,2
2024-03-06,24,1713,3036,1,0,0,0,3
2024-03-07,28,1530,2761,0,1,0,0,1
2024-03-08,22,1409,2562,0,2,0,0,0
2024-03-09,19,1377,2033,0,0,0,0,1
2024-03-10,29,2064,1947,0,0,0,0,1
2024-03-11,25,1583,2580,0,0,0,0,0
2024-03-12,31,1679,2651,1,0,0,0,1
2024-03-13,25,1552,2544,0,0,0,0,4
2024-03-14,27,1643,2426,1,0,0,0,2
2024-03-15,21,1448,2208,6,0,0,0,4
2024-03-16,17,1256,1775,0,2,0,0,4
2024-03-17,26,1309,1690,0,0,0,2,10
2024-03-18,22,1499,2284,0,0,0,0,8
2024-03-19,25,1483,2302,0,0,1,0,3
2024-03-20,27,1426,2250,0,0,0,0,3
2024-03-21,20,1318,2025,0,0,0,0,6
2024-03-22,24,1231,1931,2,0,0,0,9
2024-03-23,19,1062,1553,0,0,0,0,5
2024-03-24,16,1121,1512,0,0,0,0,1
2024-03-25,12,1302,1937,0,0,0,0,4
2024-03-26,19,1294,1997,0,1,0,0,4
2024-03-27,26,1240,1880,0,0,0,0,3
2024-03-28,29,1268,1807,1,0,0,0,0
2024-03-29,16,1076,1565,0,0,0,0,0
2024-03-30,25,1071,1339,0,0,0,0,0
2024-03-31,20,1033,1304,0,0,0,0,3
2024-04-01,19,1347,1783,0,1,0,0,0
2024-04-02,24,1414,2111,0,0,0,0,0
2024-04-03,34,1351,1871,1,1,0,0,0
2024-04-04,35,1314,1794,1,1,0,0,0
2024-04-05,29,1312,1639,2,1,0,0,0
2024-04-06,20,1091,1355,0,9,0,0,0
2024-04-07,19,1158,1161,0,27,0,0,0
2024-04-08,16,1238,1520,0,70,0,0,0
2024-04-09,24,1194,1539,0,66,0,0,0
2024-04-10,13,1209,1490,0,51,0,0,0
2024-04-11,25,1145,1452,0,35,2,0,0
2024-04-12,26,1103,1253,0,19,1,0,0
2024-04-13,22,949,1090,0,19,0,0,0
2024-04-14,19,961,1086,0,28,2,0,0
2024-04-15,17,1227,1503,1,27,0,0,0
2024-04-16,21,1160,1485,0,32,0,0,0
2024-04-17,20,1162,1419,1,23,0,0,0
2024-04-18,26,1262,1548,0,23,0,0,2
2024-04-19,24,1254,1375,0,74,0,0,0
2024-04-20,17,1071,1149,0,78,0,0,0
2024-04-21,18,1091,1065,0,94,0,1,0
2024-04-22,26,1376,1723,0,70,0,0,0
2024-04-23,23,1384,1607,0,54,0,0,0
2024-04-24,25,1391,1623,0,41,0,0,1
2024-04-25,20,1286,1699,2,21,0,0,0
2024-04-26,17,1292,1523,0,18,0,0,0
2024-04-27,23,1099,1191,0,11,0,0,3
2024-04-28,15,1100,1117,0,16,0,0,2
2024-04-29,37,1224,1695,0,12,0,0,2
2024-04-30,26,1288,1663,0,5,0,0,1
2024-05-01,17,1144,1461,0,6,0,2,1
2024-05-02,29,1293,1644,0,1,0,0,2
2024-05-03,21,1271,1783,0,0,1,0,0
2024-05-04,13,1203,12669,2,2,0,0,1
2024-05-05,14,1313,6407,0,1,0,1,1
2024-05-06,31,1350,4619,3,4,0,0,2
2024-05-07,27,1243,4251,0,4,0,0,1
2024-05-08,28,1281,3373,0,1,0,0,1
2024-05-09,23,1227,2855,0,2,3,0,1
2024-05-10,18,1206,2997,0,2,0,0,0
2024-05-11,81,972,2279,0,4,0,0,1
2024-05-12,43,966,1659,0,3,0,0,1
2024-05-13,99,1235,1982,0,1,0,0,0
2024-05-14,69,1192,2093,1,4,0,0,3
2024-05-15,47,1244,1995,0,3,1,0,0
2024-05-16,104,1263,1878,1,0,0,0,1
2024-05-17,76,1101,1483,0,4,0,0,3
2024-05-18,90,895,1294,0,5,1,0,2
2024-05-19,69,982,1268,0,16,1,0,1
2024-05-20,135,1185,1804,1,56,0,0,1
2024-05-21,103,1284,1833,0,29,0,0,1
2024-05-22,28,1199,1842,0,3,0,0,1
2024-05-23,28,1216,1943,0,3,0,0,2
2024-05-24,26,1107,1622,0,0,0,0,2
2024-05-25,13,968,1317,0,1,0,0,1
2024-05-26,21,977,1283,0,4,0,0,3
