Date,"Flu","Influenza","Influenza A virus","Symptoms of influenza","Influenza symptoms","Type A influenza","Flu treatment","Influenza vaccine","Cough"
2025-07-30,16,867,635,0,1,0,0,108,192
2025-07-31,17,833,560,0,0,0,0,112,200
2025-08-01,26,865,634,0,0,1,0,111,205
2025-08-02,21,807,492,0,1,0,0,106,210
2025-08-03,22,803,450,0,0,1,0,121,196
2025-08-04,15,962,669,0,2,0,1,143,217
2025-08-05,23,916,553,2,1,0,0,126,225
2025-08-06,28,983,565,0,0,0,0,168,217
2025-08-07,21,930,582,0,0,1,0,162,249
2025-08-08,24,918,531,1,1,0,1,240,230
2025-08-09,27,800,448,0,0,1,0,121,208
2025-08-10,25,827,509,0,1,0,0,97,194
2025-08-11,16,941,580,0,0,0,0,135,218
2025-08-12,17,951,717,0,0,0,0,162,219
2025-08-13,27,970,704,0,1,0,1,162,223
2025-08-14,21,996,559,0,1,0,1,115,212
2025-08-15,18,867,495,1,0,0,2,129,205
2025-08-16,16,791,402,0,2,0,2,106,193
2025-08-17,15,868,418,0,1,1,0,122,213
2025-08-18,22,1005,591,0,0,1,0,176,241
2025-08-19,19,1027,641,0,0,2,0,157,241
2025-08-20,25,1115,682,0,0,0,0,191,267
2025-08-21,32,1038,662,1,0,1,0,178,238
2025-08-22,26,969,605,0,0,1,0,160,203
2025-08-23,19,865,537,0,0,0,0,127,212
2025-08-24,23,840,511,1,0,0,0,111,196
2025-08-25,21,1104,734,0,0,0,1,166,239
2025-08-26,26,1075,628,0,2,3,0,151,227
2025-08-27,27,1062,693,0,2,0,0,233,235
2025-08-28,31,1090,702,0,0,3,1,181,206
2025-08-29,29,1012,605,0,1,0,0,189,214
2025-08-30,54,870,466,0,0,0,0,168,199
2025-08-31,46,945,522,0,0,1,0,148,223
2025-09-01,33,1074,625,0,0,1,0,154,226
2025-09-02,36,1091,673,1,2,0,0,239,237
2025-09-03,42,1210,668,,3,,,283,230
2025-09-04,31,1140,629,2,1,,,255,257
