Date,"Flu","Influenza","Influenza A virus","Symptoms of influenza","Influenza symptoms","Type A influenza","Flu treatment","Influenza vaccine","Cough"
2021-04-10,56,2276,494,1,1,0,0,1228,313
2021-04-11,70,2491,612,1,0,2,0,1335,323
2021-04-12,53,2817,706,3,0,0,0,1472,358
2021-04-13,67,2673,614,0,2,0,0,1868,317
2021-04-14,53,2751,631,0,1,0,0,1614,332
2021-04-15,71,2986,688,1,1,1,0,1664,363
2021-04-16,65,3286,649,1,0,0,1,1689,313
2021-04-17,76,2802,650,1,1,0,0,1244,333
2021-04-18,67,2825,591,0,0,1,1,1151,308
2021-04-19,93,2924,595,1,1,1,0,1328,359
2021-04-20,59,2835,653,2,1,0,0,1373,320
2021-04-21,78,2909,568,1,2,2,1,1257,349
2021-04-22,63,3155,648,1,1,0,0,1493,383
2021-04-23,55,2853,487,2,0,1,0,1316,365
2021-04-24,53,2653,463,2,0,0,0,1064,355
2021-04-25,52,2700,561,1,1,1,0,1003,325
2021-04-26,56,3075,620,0,0,1,0,1213,365
2021-04-27,64,3178,608,0,0,1,0,1323,329
2021-04-28,66,3048,660,1,0,2,0,1393,374
2021-04-29,74,3111,561,1,2,0,0,1328,326
2021-04-30,65,3354,559,2,0,2,0,1255,287
2021-05-01,45,3042,474,1,0,0,0,1166,321
2021-05-02,56,2512,533,1,0,1,0,1137,288
2021-05-03,60,3022,564,0,4,0,0,1324,264
2021-05-04,54,3116,642,0,1,0,1,1302,369
2021-05-05,72,3087,602,0,1,0,0,1325,375
2021-05-06,64,3031,615,1,0,1,0,1313,331
2021-05-07,53,2798,569,0,0,0,0,1158,306
2021-05-08,44,2372,456,0,0,1,0,1035,294
2021-05-09,62,2544,499,1,0,0,0,970,283
2021-05-10,61,2974,565,2,1,0,0,1236,348
2021-05-11,52,2834,586,4,0,0,0,1247,325
2021-05-12,57,2844,592,1,4,1,0,1145,321
2021-05-13,60,2624,466,1,3,0,1,1303,286
2021-05-14,60,2601,483,0,0,0,0,1532,246
2021-05-15,41,2434,413,0,1,0,0,1157,260
2021-05-16,38,2325,425,1,1,2,0,1068,299
2021-05-17,52,2836,602,2,0,0,1,1373,351
2021-05-18,60,2849,560,0,1,2,0,1324,268
2021-05-19,55,2547,526,1,2,1,0,1334,345
2021-05-20,60,2774,487,2,0,2,0,1343,340
2021-05-21,55,2623,554,0,2,0,0,1258,300
2021-05-22,43,2204,387,0,2,1,0,1100,292
2021-05-23,50,2427,449,4,0,0,0,1123,307
2021-05-24,58,2734,605,0,0,2,0,1774,347
2021-05-25,53,2659,527,0,2,1,0,1782,313
2021-05-26,60,2533,483,2,0,0,0,1519,283
2021-05-27,58,2545,620,0,2,0,0,1541,293
2021-05-28,49,2374,499,1,0,0,0,1407,308
2021-05-29,38,2116,375,0,0,0,0,1306,285
2021-05-30,35,2110,393,1,1,0,0,1174,260
2021-05-31,44,2400,477,1,0,1,0,1234,312
2021-06-01,60,3846,2327,0,1,0,0,1513,279
2021-06-02,57,3840,1610,0,2,2,0,1486,269
2021-06-03,44,2888,951,0,0,1,0,1541,282
2021-06-04,45,2506,658,2,0,1,0,1396,264
2021-06-05,49,2089,431,0,1,1,0,1153,283
2021-06-06,50,2189,472,0,0,1,0,1032,244
2021-06-07,52,2321,581,1,2,0,0,1035,341
2021-06-08,44,2277,547,2,1,1,1,1155,296
2021-06-09,42,2168,500,0,2,0,0,1063,298
2021-06-10,55,2057,493,0,0,0,0,1204,276
2021-06-11,39,1878,460,0,2,0,0,1204,230
2021-06-12,53,1845,378,0,0,0,0,1062,244
2021-06-13,44,1768,370,0,0,0,0,924,268
2021-06-14,47,2098,458,1,3,0,0,1143,299
2021-06-15,41,2064,471,0,1,0,0,1104,286
2021-06-16,54,2296,475,0,0,0,1,1281,280
2021-06-17,38,1981,423,0,1,0,1,1142,289
2021-06-18,56,1919,396,0,0,0,0,1077,296
2021-06-19,44,1745,387,0,0,1,0,1047,261
2021-06-20,36,1814,347,0,0,0,0,1043,293
2021-06-21,52,2097,508,0,2,0,0,1018,283
2021-06-22,52,2015,524,0,1,0,0,1034,311
2021-06-23,46,1984,504,1,1,0,0,1182,290
2021-06-24,46,1963,539,1,1,0,0,1125,312
2021-06-25,37,1845,409,0,0,0,0,1072,241
2021-06-26,41,1817,337,1,0,0,0,1023,248
2021-06-27,42,1843,400,0,0,0,0,982,253
2021-06-28,47,2142,434,0,0,2,0,1024,273
2021-06-29,40,2242,446,0,1,0,0,1133,323
2021-06-30,52,2227,481,1,0,0,0,1169,304
2021-07-01,55,2227,477,0,0,0,0,1105,326
2021-07-02,49,1998,399,2,0,1,0,947,296
2021-07-03,33,1707,326,1,0,0,0,870,246
2021-07-04,46,1912,324,0,0,0,0,791,238
2021-07-05,50,2285,427,1,0,1,0,1081,275
2021-07-06,55,2486,466,2,2,2,0,1203,292
2021-07-07,52,2264,478,0,2,0,0,1216,279
2021-07-08,61,2331,478,0,0,1,0,1190,298
2021-07-09,49,2378,481,1,0,0,0,1153,253
2021-07-10,45,2044,362,3,0,2,0,957,228
2021-07-11,33,1947,386,0,0,0,1,867,229
2021-07-12,39,2071,460,1,0,0,0,1057,313
2021-07-13,50,2450,478,1,0,0,0,1247,299
2021-07-14,49,2284,483,2,3,1,0,1142,293
2021-07-15,41,2376,528,0,2,1,0,1169,328
2021-07-16,25,2289,472,3,1,2,0,1117,293
2021-07-17,51,2193,428,2,3,1,0,1195,265
2021-07-18,32,2236,371,0,0,1,0,1015,303
2021-07-19,48,2443,522,2,1,0,0,1313,317
2021-07-20,55,2350,494,1,0,0,0,1341,322
2021-07-21,47,2431,450,0,0,1,0,1285,316
2021-07-22,55,2407,520,0,0,0,0,1429,361
2021-07-23,53,2307,460,1,0,0,0,1456,306
2021-07-24,51,2128,420,0,0,0,0,1226,286
2021-07-25,50,2365,429,1,1,0,0,1111,273
2021-07-26,61,2493,533,0,0,2,0,1291,300
2021-07-27,66,2648,586,1,0,0,0,1272,290
2021-07-28,56,2630,579,0,0,0,0,1550,320
2021-07-29,71,2765,604,0,1,0,0,1640,328
2021-07-30,43,3219,556,1,1,0,0,1776,274
2021-07-31,47,2468,432,1,1,1,1,1438,318
2021-08-01,54,2383,460,1,0,1,1,1377,309
2021-08-02,55,2708,574,1,3,1,0,1559,347
2021-08-03,66,2693,539,0,0,0,0,1646,285
2021-08-04,51,2961,584,0,1,1,0,1788,263
2021-08-05,62,2725,563,1,1,0,0,1979,336
2021-08-06,64,2896,539,1,0,0,1,1749,304
2021-08-07,60,2940,461,1,1,1,1,1619,300
2021-08-08,68,3106,613,0,1,0,0,1695,302
2021-08-09,62,3381,601,0,1,0,0,1761,303
2021-08-10,77,3137,587,0,0,1,0,1890,326
2021-08-11,70,3245,629,0,2,0,0,1912,310
2021-08-12,69,3093,557,1,1,1,1,2116,317
2021-08-13,63,2899,583,0,0,0,0,1919,307
2021-08-14,59,2659,448,0,3,0,0,1724,292
2021-08-15,45,2619,488,1,0,0,0,1523,314
2021-08-16,63,2649,486,1,3,1,0,1559,348
2021-08-17,57,2709,598,0,0,0,0,1800,321
2021-08-18,52,2920,529,2,1,0,0,2030,341
2021-08-19,65,3058,538,0,2,0,0,1983,336
2021-08-20,67,2762,544,0,1,0,0,1947,326
2021-08-21,45,2497,400,0,0,0,0,1678,307
2021-08-22,49,2531,408,1,1,0,0,1525,327
2021-08-23,79,3077,585,1,2,0,0,2418,320
2021-08-24,73,3283,619,0,0,0,1,2338,337
2021-08-25,65,3220,561,0,2,0,0,2228,361
2021-08-26,75,2946,576,0,2,1,0,2092,323
2021-08-27,48,2659,518,0,1,1,0,1819,296
2021-08-28,52,2328,442,1,0,1,0,1586,294
2021-08-29,55,2456,495,0,0,1,1,1618,308
2021-08-30,75,2827,590,1,0,0,0,1675,328
2021-08-31,66,2771,490,0,0,0,0,1827,332
2021-09-01,46,2915,594,0,2,0,0,1805,351
2021-09-02,81,2908,549,1,1,0,0,1721,337
2021-09-03,73,2759,516,0,0,0,0,1702,315
2021-09-04,70,2339,409,0,1,0,0,1582,300
2021-09-05,61,2451,498,1,0,0,0,1425,286
2021-09-06,65,2690,523,0,1,1,0,1548,334
2021-09-07,86,2900,521,1,1,0,2,1802,363
2021-09-08,66,3792,707,1,1,1,0,1957,362
2021-09-09,67,3137,655,0,1,0,0,2087,351
2021-09-10,73,2946,547,0,0,1,0,2247,286
2021-09-11,52,2441,406,0,0,0,0,1735,278
2021-09-12,63,2682,430,1,0,1,0,1789,332
2021-09-13,92,3334,594,0,0,1,0,2271,373
2021-09-14,93,3554,574,0,1,1,0,2296,348
2021-09-15,66,2960,478,0,0,1,1,2125,360
2021-09-16,63,2964,522,1,0,0,0,2100,390
2021-09-17,70,2851,439,0,2,0,0,1961,324
2021-09-18,53,2403,398,0,1,0,0,1624,311
2021-09-19,46,2596,442,0,0,1,0,1572,268
2021-09-20,62,2899,490,1,0,0,0,2001,358
2021-09-21,50,3115,520,0,0,1,0,2148,347
2021-09-22,66,2880,494,0,2,0,1,2023,376
2021-09-23,69,2812,500,1,1,0,0,1997,380
2021-09-24,57,2480,383,0,0,0,0,1715,333
2021-09-25,44,2234,344,2,2,0,0,1386,315
2021-09-26,32,2227,356,0,0,1,0,1369,339
2021-09-27,52,2692,524,0,1,0,0,1803,376
2021-09-28,89,2726,451,2,1,1,0,2035,350
2021-09-29,50,2858,456,1,1,0,0,2006,340
2021-09-30,52,2662,550,3,0,1,0,1940,394
2021-10-01,54,2672,586,1,0,0,0,1998,326
2021-10-02,47,2429,501,0,1,0,0,1668,290
2021-10-03,46,2384,406,0,1,0,0,1512,326
2021-10-04,64,2621,484,0,1,0,0,1841,361
2021-10-05,59,2611,512,3,0,1,0,1896,345
2021-10-06,81,2674,570,1,3,0,0,2053,380
2021-10-07,56,2653,499,1,0,0,0,2164,346
2021-10-08,59,2582,478,0,0,0,0,2191,359
2021-10-09,57,2109,394,0,1,0,0,1827,330
2021-10-10,63,2222,363,1,1,0,0,1623,307
2021-10-11,60,2648,445,1,0,0,0,1896,375
2021-10-12,58,2682,543,2,1,0,1,2011,377
2021-10-13,69,2514,499,0,0,0,0,2013,376
2021-10-14,63,2664,549,0,1,1,0,1981,423
2021-10-15,62,2408,477,0,1,0,1,1764,339
2021-10-16,39,1994,383,2,1,0,0,1442,278
2021-10-17,58,2213,387,0,1,0,0,1358,329
2021-10-18,65,2519,509,3,0,1,0,1682,342
2021-10-19,79,2740,513,1,5,1,0,1844,366
2021-10-20,53,2655,530,1,0,1,0,1957,433
2021-10-21,61,2641,539,1,1,1,0,1876,368
2021-10-22,52,2245,394,0,0,2,0,1599,357
2021-10-23,57,2084,347,1,0,1,0,1347,339
2021-10-24,50,2099,391,0,1,0,0,1319,378
2021-10-25,57,2567,493,0,1,0,0,1696,346
2021-10-26,73,2671,543,0,2,0,0,1607,336
2021-10-27,73,2604,525,1,2,1,0,1623,340
2021-10-28,68,2526,486,1,1,0,0,1643,337
2021-10-29,44,2373,477,0,2,0,1,1405,341
2021-10-30,44,2098,360,1,1,0,0,1170,300
2021-10-31,41,2100,349,1,2,0,0,1002,276
2021-11-01,48,2618,547,1,1,1,0,1292,299
2021-11-02,59,2602,570,2,1,1,1,1438,329
2021-11-03,65,2280,582,1,3,1,0,1525,340
2021-11-04,55,2545,582,3,0,2,0,1301,321
2021-11-05,47,2366,535,0,1,0,0,1356,302
2021-11-06,38,1861,407,0,1,0,0,1078,270
2021-11-07,51,2038,390,0,0,0,0,994,335
2021-11-08,51,2432,548,0,0,0,1,1394,347
2021-11-09,60,2436,619,0,0,0,0,1457,324
2021-11-10,79,2478,663,0,1,0,1,1374,349
2021-11-11,63,2329,607,0,0,0,0,1331,360
2021-11-12,46,2262,591,0,0,0,0,1201,330
2021-11-13,48,1929,444,0,2,1,0,1011,289
2021-11-14,43,2026,456,1,2,0,0,896,320
2021-11-15,70,2555,660,0,1,0,0,1253,376
2021-11-16,63,2596,681,0,1,0,0,1295,369
2021-11-17,68,2747,784,0,0,0,0,1352,315
2021-11-18,57,4477,829,1,5,1,0,1649,364
2021-11-19,47,2677,719,0,4,0,0,1550,354
2021-11-20,45,2239,563,0,1,1,0,1187,355
2021-11-21,46,2364,610,0,0,1,0,1122,342
2021-11-22,51,2857,802,1,1,0,0,1479,360
2021-11-23,60,2859,951,0,0,1,0,1406,405
2021-11-24,64,2644,955,0,0,1,0,1375,416
2021-11-25,60,2588,799,0,1,0,0,1275,350
2021-11-26,54,3268,850,0,0,0,0,1298,304
2021-11-27,64,3124,809,2,0,1,0,1128,321
2021-11-28,66,3939,944,0,1,0,0,1089,309
2021-11-29,81,4028,1080,2,1,1,0,1480,397
2021-11-30,86,4098,1152,1,1,0,0,1529,371
2021-12-01,72,3344,1198,2,1,2,1,1345,334
2021-12-02,90,3548,1192,0,0,0,0,1463,372
2021-12-03,78,3232,1014,0,0,0,0,1294,367
2021-12-04,73,2784,771,1,0,0,0,1058,361
2021-12-05,62,2969,871,0,0,0,0,971,331
2021-12-06,84,3232,1087,0,1,0,0,1200,410
2021-12-07,87,3251,1241,1,0,0,1,1212,351
2021-12-08,70,3309,1227,0,0,0,1,1178,341
2021-12-09,90,3102,1388,1,0,0,0,1202,391
2021-12-10,61,2884,1294,0,1,1,0,1070,354
2021-12-11,65,2455,1043,1,0,0,0,896,315
2021-12-12,61,2692,1054,0,0,0,0,837,353
2021-12-13,81,3134,1451,0,0,0,0,1063,371
2021-12-14,65,3273,1606,1,0,0,0,1167,411
2021-12-15,79,3363,1728,0,0,1,0,1156,374
2021-12-16,68,4056,2763,1,1,1,1,1142,382
2021-12-17,65,3848,2014,0,1,0,0,1091,390
2021-12-18,75,3399,1606,0,2,0,0,987,307
2021-12-19,71,3362,1489,0,1,1,0,987,376
2021-12-20,98,3811,1898,1,0,0,0,1088,414
2021-12-21,83,4052,2217,0,1,0,0,1160,413
2021-12-22,94,4113,2266,0,2,0,0,1218,417
2021-12-23,72,3971,2178,1,0,0,0,1099,347
2021-12-24,67,3521,1829,0,0,0,0,922,329
2021-12-25,66,3314,1378,0,3,0,1,723,333
2021-12-26,79,3374,1607,0,2,0,0,895,401
2021-12-27,99,3925,2068,0,0,0,0,855,428
2021-12-28,108,4164,2427,2,0,1,1,1016,495
2021-12-29,93,4536,2413,0,1,0,0,1181,481
2021-12-30,86,4240,2132,0,2,0,0,1034,406
2021-12-31,98,4042,1675,0,0,0,0,902,375
2022-01-01,118,5001,1341,3,1,0,0,833,375
2022-01-02,91,4933,1361,1,2,0,0,804,432
2022-01-03,138,5514,1905,1,1,0,0,1049,500
2022-01-04,116,5923,2159,2,5,0,0,1170,552
2022-01-05,127,6181,2156,0,1,2,1,1245,425
2022-01-06,103,6295,1903,0,1,1,0,1249,417
2022-01-07,99,5432,1747,0,1,0,1,1143,450
2022-01-08,104,4699,1382,0,4,0,0,1063,440
2022-01-09,86,4674,1323,0,0,0,0,1055,437
2022-01-10,101,4818,1633,0,1,2,0,1124,500
2022-01-11,113,4680,1533,0,1,0,0,1180,434
2022-01-12,97,4366,1616,0,1,0,0,1131,455
2022-01-13,74,4244,1444,0,1,0,0,1111,426
2022-01-14,99,3696,1162,1,1,0,1,960,410
2022-01-15,77,3380,1279,0,1,0,0,823,342
2022-01-16,74,3185,980,0,0,0,0,738,357
2022-01-17,79,3415,1060,0,1,0,1,857,429
2022-01-18,76,3816,1124,0,1,0,1,969,432
2022-01-19,91,3686,1150,2,2,1,0,937,470
2022-01-20,71,3587,1089,0,1,0,0,909,428
2022-01-21,68,3145,917,1,3,0,0,751,421
2022-01-22,72,2995,714,1,0,1,0,687,435
2022-01-23,78,2845,768,0,0,0,0,715,388
2022-01-24,95,3151,886,0,0,0,0,753,425
2022-01-25,69,2962,935,0,0,0,0,729,409
2022-01-26,64,3152,962,0,0,0,0,855,427
2022-01-27,75,2991,881,0,1,0,0,865,387
2022-01-28,68,3304,774,0,0,1,0,795,388
2022-01-29,61,2793,646,0,0,0,0,616,323
2022-01-30,63,2298,605,0,1,0,0,623,338
2022-01-31,75,2790,756,1,1,0,0,686,377
2022-02-01,59,2900,779,1,1,0,0,711,379
2022-02-02,65,2680,758,0,1,0,0,643,399
2022-02-03,56,3078,728,0,0,0,0,609,356
2022-02-04,66,2455,666,0,0,0,0,586,299
2022-02-05,48,2056,503,0,0,2,0,504,292
2022-02-06,66,2270,578,1,0,0,0,503,298
2022-02-07,69,2693,777,0,0,0,0,570,366
2022-02-08,61,2651,832,1,0,1,0,589,393
2022-02-09,65,2449,749,0,0,0,0,598,369
2022-02-10,70,2408,774,0,0,0,0,509,279
2022-02-11,51,2167,673,0,0,0,0,533,301
2022-02-12,56,1831,561,0,0,0,0,459,287
2022-02-13,52,2018,544,3,0,0,0,424,280
2022-02-14,52,2205,748,0,0,0,0,538,296
2022-02-15,51,2244,791,0,1,0,0,552,329
2022-02-16,61,2368,877,1,0,0,0,630,316
2022-02-17,64,2200,809,1,1,0,0,546,345
2022-02-18,49,2112,725,0,0,3,1,493,290
2022-02-19,50,1958,550,1,1,0,0,368,256
2022-02-20,72,2105,541,1,0,0,0,403,273
2022-02-21,40,2103,740,2,1,0,0,505,318
2022-02-22,56,2433,843,0,0,1,0,499,363
2022-02-23,59,2551,805,1,0,0,0,513,327
2022-02-24,49,1858,739,0,0,0,0,460,328
2022-02-25,31,1681,646,1,0,1,0,348,314
2022-02-26,35,1372,501,0,0,0,0,352,248
2022-02-27,43,1506,485,0,0,1,0,320,315
2022-02-28,40,1679,742,0,0,0,0,379,263
2022-03-01,51,1696,738,0,1,1,0,351,323
2022-03-02,53,1649,840,0,1,1,0,378,306
2022-03-03,52,1888,891,0,0,1,0,418,285
2022-03-04,47,1757,878,0,0,0,0,369,232
2022-03-05,40,1344,713,0,0,0,0,322,275
2022-03-06,24,1493,725,0,1,0,0,329,306
2022-03-07,66,1918,969,1,0,0,0,372,303
2022-03-08,40,1960,1094,0,1,0,0,428,331
2022-03-09,40,1838,1069,1,0,0,0,404,287
2022-03-10,42,1925,999,0,0,0,0,419,326
2022-03-11,49,1758,1070,0,1,0,0,412,314
2022-03-12,37,1564,781,0,1,0,0,327,262
2022-03-13,27,1601,847,2,1,0,0,327,275
2022-03-14,49,2016,1088,0,2,0,0,397,296
2022-03-15,43,1847,1319,1,0,0,0,432,326
2022-03-16,47,1928,1341,0,0,0,0,425,303
2022-03-17,56,1939,1420,0,0,0,0,349,267
2022-03-18,36,1704,1275,1,0,0,0,344,292
2022-03-19,30,1887,992,0,0,0,0,376,267
2022-03-20,42,1691,892,0,2,0,0,343,268
2022-03-21,58,1962,1298,0,0,0,0,382,293
2022-03-22,43,1841,1312,1,1,0,0,372,325
2022-03-23,61,2132,1420,1,0,0,0,385,329
2022-03-24,38,1980,1262,0,0,0,0,371,306
2022-03-25,31,2000,1159,0,0,1,0,356,323
2022-03-26,43,1673,898,0,1,0,0,338,252
2022-03-27,34,1609,891,0,1,1,0,365,281
2022-03-28,38,1949,1207,0,1,0,0,383,326
2022-03-29,39,1946,1301,0,0,0,2,413,365
2022-03-30,48,2085,1351,0,0,0,0,504,284
2022-03-31,37,1905,1298,0,0,0,0,417,287
2022-04-01,45,1916,1145,1,2,0,0,402,268
2022-04-02,35,1407,922,0,0,1,0,308,318
2022-04-03,37,1579,949,0,1,0,2,295,278
2022-04-04,49,1889,1299,0,2,0,0,417,350
2022-04-05,44,2002,1384,1,0,2,0,408,334
2022-04-06,41,2009,1389,0,1,0,0,446,352
2022-04-07,61,2110,1426,0,0,1,2,423,318
2022-04-08,47,1871,1251,0,2,0,0,383,297
2022-04-09,45,1714,1048,0,1,0,0,305,252
2022-04-10,47,1629,1011,1,0,0,0,328,266
2022-04-11,51,2100,1477,2,0,1,0,358,317
2022-04-12,46,2082,1464,0,1,0,0,419,334
2022-04-13,55,1848,1419,1,0,0,0,396,320
2022-04-14,38,1797,1370,0,1,0,1,394,293
2022-04-15,40,1686,1196,1,1,0,1,328,313
2022-04-16,45,1555,960,0,0,0,0,268,278
2022-04-17,46,1642,965,0,0,0,0,279,288
2022-04-18,52,1810,1276,1,1,0,0,396,312
2022-04-19,71,2003,1356,1,0,0,0,414,332
2022-04-20,59,2003,1464,0,0,0,0,427,323
2022-04-21,55,1987,1395,0,0,0,0,386,366
2022-04-22,63,1771,1443,0,0,1,2,331,300
2022-04-23,40,1620,1036,0,1,0,1,360,262
2022-04-24,43,1728,1048,0,1,0,0,302,369
2022-04-25,66,1869,1410,0,0,1,2,382,326
2022-04-26,62,2135,1427,0,0,0,0,473,318
2022-04-27,50,2065,1599,0,0,0,0,491,336
2022-04-28,54,2004,1484,0,0,0,0,413,308
2022-04-29,40,1761,1365,1,1,0,0,339,305
2022-04-30,45,1377,998,0,0,0,1,298,281
2022-05-01,37,1227,961,0,0,0,0,276,247
2022-05-02,63,1823,1350,0,0,0,0,340,279
2022-05-03,63,1680,1400,0,0,0,0,335,301
2022-05-04,51,1847,1455,0,0,0,0,367,265
2022-05-05,63,1885,1393,2,0,0,0,346,348
2022-05-06,42,1795,1273,0,0,0,1,302,314
2022-05-07,41,1372,957,1,0,0,0,242,298
2022-05-08,48,1491,973,0,2,1,0,260,291
2022-05-09,59,1691,1541,0,0,1,9,324,350
2022-05-10,47,1647,1595,1,0,0,0,389,340
2022-05-11,60,1822,1638,0,0,0,1,349,393
2022-05-12,75,1733,1663,1,0,0,0,348,350
2022-05-13,39,1638,1442,0,0,0,0,344,353
2022-05-14,44,1415,1135,1,0,0,0,269,303
2022-05-15,55,1407,1123,0,2,0,1,275,325
2022-05-16,55,1789,1586,0,0,1,8,416,332
2022-05-17,37,1821,1565,0,1,0,0,345,363
2022-05-18,53,1739,1609,0,0,0,0,356,355
2022-05-19,61,1796,1543,0,2,0,1,348,338
2022-05-20,50,1696,1405,0,1,0,1,318,305
2022-05-21,49,1521,1073,0,1,0,0,263,307
2022-05-22,44,1571,1147,0,1,0,0,261,333
2022-05-23,55,1945,1875,1,0,0,0,451,347
2022-05-24,44,1987,1649,1,2,0,0,407,341
2022-05-25,45,1842,1631,0,2,0,0,393,392
2022-05-26,47,1603,1545,0,0,0,0,333,342
2022-05-27,38,1669,1528,0,0,0,1,336,279
2022-05-28,35,1488,1222,0,0,0,0,302,279
2022-05-29,49,1529,1144,0,0,0,0,276,252
2022-05-30,52,1818,1426,0,0,0,0,414,314
2022-05-31,43,1641,1520,0,0,0,0,430,375
2022-06-01,52,1806,1555,1,0,0,2,367,346
2022-06-02,40,1653,1529,0,0,0,0,374,354
2022-06-03,37,1556,1334,0,9,1,0,346,258
2022-06-04,53,1409,1075,0,0,0,0,327,303
2022-06-05,33,1494,1159,3,0,0,0,309,270
2022-06-06,52,1658,1368,0,1,0,1,341,338
2022-06-07,50,1814,1493,0,0,1,1,388,335
2022-06-08,58,1657,1358,1,0,0,0,350,355
2022-06-09,42,1531,1393,0,0,0,0,380,305
2022-06-10,35,1467,1375,0,0,0,0,294,281
2022-06-11,44,1381,1167,0,0,0,0,263,273
2022-06-12,36,1400,1084,0,0,0,0,267,328
2022-06-13,51,1568,1283,1,1,0,2,334,332
2022-06-14,50,1607,1612,1,1,0,0,342,374
2022-06-15,51,1950,1426,0,2,0,1,305,363
2022-06-16,58,1701,1469,0,1,0,0,294,444
2022-06-17,46,1565,1192,1,2,0,0,358,305
2022-06-18,38,1439,877,0,0,0,3,277,291
2022-06-19,41,1366,992,1,0,0,0,245,291
2022-06-20,46,1626,1296,0,0,0,2,314,271
2022-06-21,45,1691,1390,0,0,0,1,307,303
2022-06-22,34,1421,1274,1,1,0,0,346,272
2022-06-23,41,1312,1312,1,2,0,0,307,311
2022-06-24,36,1332,1297,2,0,1,0,300,274
2022-06-25,36,1373,1033,0,1,1,1,258,301
2022-06-26,41,1337,1010,0,0,0,0,277,274
2022-06-27,40,1439,1305,2,0,2,0,338,282
2022-06-28,48,1531,1375,0,0,0,0,303,255
2022-06-29,52,1427,1305,1,0,1,2,334,246
2022-06-30,30,1377,1166,0,0,0,3,367,311
2022-07-01,37,1896,1014,0,1,0,1,274,290
2022-07-02,32,1655,857,0,0,0,1,275,257
2022-07-03,31,1306,795,0,0,0,1,245,276
2022-07-04,58,1417,1027,0,0,1,1,300,277
2022-07-05,45,1464,1122,0,1,0,1,293,296
2022-07-06,28,1345,1073,0,0,0,0,321,247
2022-07-07,35,1320,987,1,1,0,0,378,322
2022-07-08,32,1469,809,0,1,0,0,251,283
2022-07-09,42,1986,705,0,0,0,0,229,258
2022-07-10,31,1366,736,1,0,1,0,283,274
2022-07-11,41,1449,853,1,1,0,0,278,311
2022-07-12,36,1524,1044,0,1,0,0,309,305
2022-07-13,48,1493,979,0,0,0,0,303,359
2022-07-14,28,1491,1033,1,1,0,0,310,308
2022-07-15,50,1342,769,0,1,0,0,278,292
2022-07-16,36,1187,665,0,0,0,0,248,260
2022-07-17,35,1321,764,0,0,1,0,257,274
2022-07-18,30,1547,1087,0,0,0,1,321,305
2022-07-19,31,1523,1062,0,0,1,0,322,310
2022-07-20,44,1510,913,0,1,0,0,329,294
2022-07-21,28,1417,914,0,0,0,0,363,265
2022-07-22,38,1382,782,0,1,2,1,284,253
2022-07-23,41,1236,621,0,0,0,0,257,278
2022-07-24,26,1335,620,0,1,0,0,232,239
2022-07-25,35,1304,899,0,0,0,0,290,312
2022-07-26,40,1616,795,1,1,0,1,288,252
2022-07-27,36,1468,802,0,0,0,0,308,222
2022-07-28,34,1416,758,0,2,0,0,284,248
2022-07-29,33,1393,628,1,1,0,0,294,271
2022-07-30,32,1125,523,0,0,0,1,271,236
2022-07-31,18,1231,555,0,0,0,0,254,220
2022-08-01,30,1242,636,0,0,1,0,261,283
2022-08-02,26,1342,697,1,1,1,1,276,288
2022-08-03,45,1343,661,0,1,0,0,262,326
2022-08-04,35,1463,683,0,0,0,0,312,309
2022-08-05,30,1425,589,0,0,0,1,303,254
2022-08-06,30,1305,413,1,1,0,0,283,212
2022-08-07,38,1505,456,0,0,0,1,253,242
2022-08-08,29,1293,608,1,0,0,0,256,247
2022-08-09,40,1459,570,1,1,0,1,317,230
2022-08-10,34,1481,582,0,1,0,0,333,218
2022-08-11,43,1421,595,0,1,0,1,261,210
2022-08-12,35,1570,547,1,3,0,0,268,215
2022-08-13,31,1775,446,1,2,0,0,283,214
2022-08-14,30,1272,463,1,2,0,0,260,205
2022-08-15,23,1294,548,0,2,0,1,301,251
2022-08-16,43,1579,501,0,0,1,0,376,238
2022-08-17,34,1352,501,0,0,0,0,342,228
2022-08-18,33,1471,443,0,1,1,0,378,266
2022-08-19,35,1494,467,0,1,0,1,432,263
2022-08-20,41,1165,374,0,4,0,0,286,253
2022-08-21,32,1395,350,0,0,0,0,254,244
2022-08-22,39,1331,477,1,0,0,0,345,240
2022-08-23,46,1354,512,0,1,0,0,344,238
2022-08-24,47,1625,536,3,2,0,0,399,277
2022-08-25,38,1466,493,2,0,3,0,355,233
2022-08-26,27,1206,421,0,0,4,0,324,265
2022-08-27,29,1219,361,1,0,1,0,296,201
2022-08-28,24,1200,344,0,0,0,1,283,288
2022-08-29,33,1260,464,1,0,1,0,351,251
2022-08-30,48,1225,515,0,1,1,1,423,272
2022-08-31,41,1357,470,1,0,0,0,370,269
2022-09-01,35,1421,465,0,0,1,0,428,251
2022-09-02,28,1520,454,1,1,0,0,394,226
2022-09-03,52,1316,392,0,1,0,0,333,224
2022-09-04,23,1278,359,0,0,0,0,310,227
2022-09-05,45,1513,466,0,0,0,0,378,237
2022-09-06,36,1615,488,1,1,0,0,435,273
2022-09-07,41,1485,499,0,2,0,0,482,252
2022-09-08,35,1507,461,0,0,0,0,471,287
2022-09-09,29,1468,431,2,0,0,1,439,304
2022-09-10,23,1439,357,1,0,0,0,332,228
